description,severity,emergency_type,age_group,conscious,breathing_difficulty,severe_breathing_difficulty,bleeding_level,chest_pain,seizure,stroke_signs,burn_level,allergic_reaction,pregnancy_emergency,major_accident,violence_risk
Small burn from steam on hand. Mild redness.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding. Scene is safe.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Diabetic patient with blood sugar 350, weak but responsive.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Person collapsed, not breathing, no pulse. Bystander performing CPR.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure. Situation ongoing.,medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Minor vehicle collision, driver has neck pain and is alert.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure.,medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure.,medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Mild sore throat, no fever, able to eat normally. Situation ongoing.",low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Pregnancy with heavy bleeding at 30 weeks, conscious.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
Twisted ankle during a walk. Mild swelling but able to stand.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Moderate burns on both arms from gas explosion. In pain, conscious. Family member is calling for help.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Minor cut on finger while cooking. Small amount of bleeding, alert and responsive.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Sudden onset facial drooping, slurred speech, arm weakness — possible stroke.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Electrocution victim unresponsive, severe burns at contact points. Unclear history.",critical,medical,adult,False,False,True,none,False,False,False,none,False,False,False,False
"Person submerged in water, rescued, not breathing, pale.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Mild sore throat, no fever, able to eat normally.",low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech. Scene is safe.",high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
Insect bite with local redness. No swelling of lips or throat.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
Minor bruise on knee after a fall. Alert. Unclear history.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Mild headache for a few hours, no fever or vomiting.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Allergic reaction with throat swelling, severe difficulty breathing, near fainting.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Pregnancy with heavy bleeding at 30 weeks, conscious.",high,accident,adult,True,False,False,moderate,False,False,False,none,False,False,True,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing. Situation ongoing.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"High fever 40°C for two days, unable to reduce with medication. Unclear history.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure.,medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech. Family member is calling for help.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Major fall from scaffold, conscious, possible spinal injury.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Knife wound to shoulder, bleeding controlled but significant.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
Patient reporting severe chest pain radiating to left arm. Conscious but distressed. Unclear history.,high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
Small burn from steam on hand. Mild redness. Scene is safe.,low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Gunshot wound to chest, unconscious, critical blood loss.",critical,fire,adult,False,False,True,none,False,False,False,severe,False,False,False,False
Twisted ankle during a walk. Mild swelling but able to stand.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Full body severe burns, patient unconscious, severe breathing difficulty.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Severe head trauma from high-speed collision, unconscious, heavy bleeding.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
"Mild sore throat, no fever, able to eat normally.",low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Minor vehicle collision, driver has neck pain and is alert.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
Seizure episode lasting 3 minutes. Patient now confused but breathing.,high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Full body severe burns, patient unconscious, severe breathing difficulty. Family member is calling for help.",critical,medical,adult,False,True,True,none,False,False,False,none,False,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure.,medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Full body severe burns, patient unconscious, severe breathing difficulty.",critical,fire,adult,False,False,True,none,False,False,False,severe,False,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure. Requesting immediate assistance.,medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Person collapsed, not breathing, no pulse. Bystander performing CPR.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Person collapsed, not breathing, no pulse. Bystander performing CPR.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Mild sore throat, no fever, able to eat normally.",low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Electrocution victim unresponsive, severe burns at contact points.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Person submerged in water, rescued, not breathing, pale.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
Patient reporting severe chest pain radiating to left arm. Conscious but distressed.,high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Sudden onset facial drooping, slurred speech, arm weakness — possible stroke.",high,accident,adult,True,False,False,moderate,False,False,False,none,False,False,True,False
"Mild nausea after eating. No vomiting, fully conscious. Situation ongoing.",low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
